year,fatalities,fatal_collisions,metric,grouping,variable,geography,population,fatality_rate,fatal_collision_rate
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940006,3762,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053940007,3313,30.184123151222458,30.184123151222458
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940009,3711,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940010,5015,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940011,4339,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061040100,5087,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061040500,2324,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061040700,4971,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061040800,3137,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041000,5369,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061041100,4968,20.128824476650564,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041201,3113,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041202,6303,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041304,2921,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041400,5587,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041500,1775,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041601,6286,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041605,6068,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041701,5960,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041703,6445,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041805,6431,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041809,4964,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041810,5624,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061041812,6166,16.21796951021732,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041813,4030,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041814,4776,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041815,3351,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041901,6275,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041904,5679,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041905,6261,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061041906,2974,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061050900,3909,25.581990278843694,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051100,3967,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051200,4851,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051301,3757,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051401,4002,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051402,4706,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051500,6088,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051601,5380,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051602,3874,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53061051701,6747,14.821402104639098,14.821402104639098
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061051802,6697,14.932059130954158,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051803,8229,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051804,6648,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051918,6030,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051922,5664,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051927,5630,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061051928,5682,17.59943681802182,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051929,4174,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051930,5580,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051931,4279,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061051933,5326,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052005,5674,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052008,4244,0,0
2021,3,2,5-year average for fatal collisions,All,Census Tracts,53061052104,3697,81.14687584527995,54.09791723018663
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052105,1814,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052107,8752,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061052108,5523,18.10610175629187,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052112,2716,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052113,2935,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052203,6380,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052204,5611,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061052207,6262,15.969338869370809,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53061052301,5136,19.470404984423674,19.470404984423674
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052302,4854,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052502,5152,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052504,2920,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052505,5069,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052506,5571,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052606,5921,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052701,2062,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061052711,4604,21.720243266724587,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052805,5078,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53061052903,4515,22.148394241417495,22.148394241417495
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052904,5342,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061052906,4769,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053101,5320,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053102,5058,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053201,4507,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053301,7617,0,0
2021,2,2,5-year average for fatal collisions,All,Census Tracts,53061053302,6214,32.1853878339234,32.1853878339234
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053400,5948,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053505,5602,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053506,5720,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053509,4100,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053511,3490,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053603,4737,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053604,5748,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053605,3147,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053606,3360,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53061053700,3023,33.079722130334105,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53061053801,3644,27.442371020856204,27.442371020856204
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053802,6005,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061053803,5011,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53061940001,6258,15.979546180888464,15.979546180888464
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53061940002,3874,0,0
2010,6,5,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,32150,18.662519440124417,15.552099533437014
2010,15,14,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,407937,3.677038366218313,3.4319024751370923
2010,7,6,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,183986,3.8046373093604946,3.261117693737567
2010,15,13,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,295265,5.080182209201903,4.402824581308316
2010,155,134,1-year average for fatal collisions,white,Race & Ethnicity,Region,2527485,6.132578432710778,5.301712967633834
2011,2,2,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,31376,6.374298827129016,6.374298827129016
2011,10,10,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,420890,2.3759176982109342,2.3759176982109342
2011,13,13,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,186809,6.958979492422742,6.958979492422742
2011,11,11,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,311112,3.535704183702332,3.535704183702332
2011,147,135,1-year average for fatal collisions,white,Race & Ethnicity,Region,2537177,5.793840950000729,5.320874341837404
2012,17,11,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,30899,55.017961746334834,35.5998576005696
2012,8,8,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,432565,1.8494330331857638,1.8494330331857638
2012,12,10,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,190774,6.290165326511999,5.241804438759999
2012,15,13,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,324194,4.626859226265754,4.009944662763654
2012,157,143,1-year average for fatal collisions,white,Race & Ethnicity,Region,2548439,6.160634019491932,5.611278119664626
2013,9,8,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,30788,29.232168377289856,25.98414966870209
2013,4,4,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,445925,0.8970118293434994,0.8970118293434994
2013,12,12,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,195168,6.148548942449581,6.148548942449581
2013,16,14,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,337373,4.742525335459566,4.1497096685271195
2013,135,121,1-year average for fatal collisions,white,Race & Ethnicity,Region,2561689,5.26996056117663,4.723446132610165
2014,4,4,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,30170,13.258203513423931,13.258203513423931
2014,9,9,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,464337,1.9382474366677651,1.9382474366677651
2014,10,9,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,198715,5.032332737840626,4.529099464056563
2014,16,12,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,349157,4.582465767548696,3.4368493256615222
2014,159,138,1-year average for fatal collisions,white,Race & Ethnicity,Region,2574304,6.176426715725881,5.360672243837557
2015,17,8,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,29022,58.57625249810489,27.56529529322583
2015,37,25,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,480506,7.700216022276517,5.202848663700349
2015,22,17,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,201631,10.91102062678854,8.431243211609326
2015,22,21,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,360947,6.0950776706829535,5.81802868565191
2015,193,168,1-year average for fatal collisions,white,Race & Ethnicity,Region,2590219,7.451107416013858,6.485938061607918
2016,3,3,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,28438,10.549265067866937,10.549265067866937
2016,19,19,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,496508,3.826725853359865,3.826725853359865
2016,22,18,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,203770,10.796486234480051,8.83348873730186
2016,24,22,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,369444,6.496248416539448,5.9548943818278275
2016,188,165,1-year average for fatal collisions,white,Race & Ethnicity,Region,2611685,7.198417879644751,6.317760373092467
2017,6,4,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,27839,21.55249829376055,14.368332195840367
2017,28,24,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,521971,5.3642826900345035,4.597956591458146
2017,24,22,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,208775,11.495629265956172,10.537660160459824
2017,25,23,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,382964,6.528028744216167,6.005786444678873
2017,151,147,1-year average for fatal collisions,white,Race & Ethnicity,Region,2625246,5.751841922623632,5.599475249176649
2018,27,13,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,28583,94.4617429940874,45.48157996011616
2018,34,21,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,549402,6.188546819997015,3.8223377417628623
2018,15,13,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,216270,6.9357747260368985,6.011004762565312
2018,52,35,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,396836,13.103649870475461,8.819764335896945
2018,163,147,1-year average for fatal collisions,white,Race & Ethnicity,Region,2642023,6.169514799833309,5.5639182550643955
2019,4,4,1-year average for fatal collisions,American Indian and Alaska Native,Race & Ethnicity,Region,28637,13.967943569507979,13.967943569507979
2019,14,14,1-year average for fatal collisions,Asian and Pacific Islander,Race & Ethnicity,Region,571946,2.4477835320117634,2.4477835320117634
2019,16,15,1-year average for fatal collisions,Black or African American,Race & Ethnicity,Region,225328,7.100759781296598,6.6569622949655605
2019,36,36,1-year average for fatal collisions,Hispanic or Latinx,Race & Ethnicity,Region,409715,8.786595560328522,8.786595560328522
2019,13,12,1-year average for fatal collisions,Two or more races,Race & Ethnicity,Region,238754,5.444934953969358,5.026093803664023
